timestamp,download,upload,ping
2024-11-26 06:54:40,7862393.583750876,67637451.95898382,34.554
2024-11-26 06:55:02,31465664.082199465,62070270.54400301,33.25
2024-11-26 06:55:24,25373343.73325933,66995945.24050135,36.717
